symbol,open_time_ms,open,high,low,close,volume,close_time_ms,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
ETHUSDT,1769081400000,2988.81000000,2991.96000000,2987.89000000,2989.14000000,1295.36000000,1769081699999,3872747.90510600,13721,583.23830000,1743694.62059500,0
ETHUSDT,1769081700000,2989.13000000,2989.57000000,2981.01000000,2985.15000000,1608.89150000,1769081999999,4801649.87075100,19360,718.75420000,2144937.12957100,0
ETHUSDT,1769082000000,2985.15000000,2985.81000000,2977.22000000,2983.11000000,2234.74440000,1769082299999,6661470.21419600,25157,739.95300000,2205956.84943200,0
ETHUSDT,1769082300000,2983.11000000,2987.17000000,2981.79000000,2985.89000000,994.43220000,1769082599999,2968367.14857800,15706,669.13520000,1997380.27569300,0
ETHUSDT,1769082600000,2985.89000000,2987.62000000,2983.97000000,2986.48000000,565.88430000,1769082899999,1689837.70847800,10502,314.41080000,938931.14613200,0
ETHUSDT,1769082900000,2986.48000000,2988.60000000,2986.20000000,2986.80000000,325.73080000,1769083199999,973035.99506600,6636,190.36880000,568644.11011100,0
ETHUSDT,1769083200000,2986.80000000,2987.59000000,2978.45000000,2985.55000000,1648.58060000,1769083499999,4918154.92183000,16413,545.20710000,1625889.78767900,0
ETHUSDT,1769083500000,2985.55000000,2990.65000000,2984.77000000,2990.14000000,777.55000000,1769083799999,2323378.29002000,10164,615.08000000,1838029.96155900,0
ETHUSDT,1769083800000,2990.13000000,2991.38000000,2987.50000000,2989.42000000,433.61390000,1769084099999,1296207.75166900,5584,219.88460000,657377.82365600,0
ETHUSDT,1769084100000,2989.43000000,2992.40000000,2986.56000000,2987.87000000,609.80240000,1769084399999,1823078.98814600,10618,327.98190000,980463.08787400,0
ETHUSDT,1769084400000,2987.88000000,2990.71000000,2987.87000000,2990.38000000,652.83100000,1769084699999,1951426.49540300,6774,414.95190000,1240287.61574200,0
ETHUSDT,1769084700000,2990.37000000,2991.02000000,2988.57000000,2990.61000000,518.97190000,1769084999999,1551831.22128600,4527,393.53230000,1176826.65390500,0
ETHUSDT,1769085000000,2990.60000000,2997.48000000,2990.32000000,2995.55000000,844.85200000,1769085299999,2529838.32615700,13584,594.67430000,1780732.32651300,0
ETHUSDT,1769085300000,2995.55000000,2998.48000000,2993.31000000,2993.91000000,602.72110000,1769085599999,1805581.84824000,11806,258.43210000,774143.26638900,0
ETHUSDT,1769085600000,2993.91000000,2993.91000000,2991.01000000,2991.74000000,313.65260000,1769085899999,938458.32492600,7759,203.42340000,608635.13297300,0
ETHUSDT,1769085900000,2991.75000000,2992.53000000,2989.47000000,2991.12000000,495.41750000,1769086199999,1481696.07222300,7797,217.25460000,649709.38666000,0
ETHUSDT,1769086200000,2991.12000000,2991.80000000,2987.00000000,2988.31000000,297.23440000,1769086499999,888354.96697200,10003,128.29450000,383417.70106100,0
ETHUSDT,1769086500000,2988.31000000,2991.08000000,2988.05000000,2990.86000000,254.60880000,1769086799999,761299.45422300,4962,180.90190000,540932.95115100,0
ETHUSDT,1769086800000,2990.86000000,2993.38000000,2990.85000000,2992.63000000,320.03670000,1769087099999,957593.10824400,9423,192.22800000,575162.93731200,0
ETHUSDT,1769087100000,2992.63000000,2995.77000000,2990.23000000,2990.23000000,567.19630000,1769087399999,1697881.62129500,10135,257.24120000,770149.90180900,0
ETHUSDT,1769087400000,2990.24000000,2992.25000000,2989.60000000,2992.14000000,308.04000000,1769087699999,921206.43707600,5437,158.25330000,473263.78646400,0
ETHUSDT,1769087700000,2992.14000000,2996.21000000,2991.78000000,2993.19000000,979.95080000,1769087999999,2934140.20583500,11757,452.90560000,1356106.84537100,0
ETHUSDT,1769088000000,2993.18000000,2997.18000000,2991.46000000,2996.21000000,759.45070000,1769088299999,2273502.55827500,8261,351.33670000,1051827.14174300,0
ETHUSDT,1769088300000,2996.21000000,3000.43000000,2996.21000000,3000.13000000,527.85470000,1769088599999,1582956.19844300,5487,417.68460000,1252634.31170900,0
ETHUSDT,1769088600000,3000.13000000,3010.18000000,2984.30000000,2989.68000000,3619.61020000,1769088899999,10852395.19647900,31511,1846.20230000,5536683.69049400,0
ETHUSDT,1769088900000,2989.68000000,2989.68000000,2974.40000000,2980.25000000,2567.72990000,1769089199999,7652861.91887800,38586,1154.64890000,3441015.62365000,0
ETHUSDT,1769089200000,2980.25000000,2980.25000000,2963.15000000,2968.60000000,4402.65970000,1769089499999,13072525.27789500,54929,1859.35240000,5521057.83481400,0
ETHUSDT,1769089500000,2968.60000000,2973.91000000,2968.06000000,2973.59000000,1582.93990000,1769089799999,4702785.61006500,24071,666.64560000,1980636.03468400,0
ETHUSDT,1769089800000,2973.58000000,2973.58000000,2962.33000000,2970.27000000,2653.13080000,1769090099999,7880260.29973600,28985,698.11830000,2072971.17560800,0
ETHUSDT,1769090100000,2970.26000000,2974.25000000,2969.71000000,2972.76000000,582.28990000,1769090399999,1730698.78063600,13165,405.96850000,1206612.63158700,0
ETHUSDT,1769090400000,2972.76000000,2974.30000000,2964.79000000,2972.63000000,1089.11400000,1769090699999,3234758.64975200,23008,487.18760000,1447148.08608300,0
ETHUSDT,1769090700000,2972.63000000,2972.69000000,2969.34000000,2971.01000000,893.42750000,1769090999999,2654514.56927500,14623,356.66650000,1059699.92071900,0
ETHUSDT,1769091000000,2971.02000000,2982.13000000,2970.32000000,2980.97000000,1339.89080000,1769091299999,3990776.46823800,21495,961.16240000,2862521.03275600,0
ETHUSDT,1769091300000,2980.96000000,2980.96000000,2976.92000000,2976.93000000,1330.26410000,1769091599999,3962237.72382200,12012,488.31730000,1454404.77247900,0
ETHUSDT,1769091600000,2976.92000000,2977.04000000,2964.37000000,2966.11000000,1136.99180000,1769091899999,3376822.66265600,25778,592.60950000,1759856.52463400,0
ETHUSDT,1769091900000,2966.11000000,2972.85000000,2966.11000000,2972.75000000,1259.12490000,1769092199999,3740032.27622800,15840,692.54640000,2057294.18268900,0
ETHUSDT,1769092200000,2972.76000000,2979.61000000,2964.27000000,2964.82000000,4131.46590000,1769092499999,12283346.87217900,58730,1538.19090000,4572544.07061400,0
ETHUSDT,1769092500000,2964.81000000,2975.61000000,2949.19000000,2968.68000000,6917.32450000,1769092799999,20469315.03253000,87307,3392.47720000,10042351.52886000,0
ETHUSDT,1769092800000,2968.69000000,2975.47000000,2954.37000000,2962.32000000,3535.97690000,1769093099999,10483018.80196200,56558,1558.82480000,4622919.28346900,0
ETHUSDT,1769093100000,2962.32000000,2963.63000000,2936.03000000,2939.04000000,6543.77720000,1769093399999,19276781.27714300,81237,2802.15030000,8254066.08308400,0
ETHUSDT,1769093400000,2939.05000000,2951.33000000,2935.22000000,2946.23000000,3026.96960000,1769093699999,8911940.58565100,55717,1494.69600000,4401025.65258300,0
ETHUSDT,1769093700000,2946.24000000,2947.19000000,2937.74000000,2941.33000000,3423.75880000,1769093999999,10070650.41036800,43903,1293.64630000,3805061.42968700,0
ETHUSDT,1769094000000,2941.32000000,2954.89000000,2936.14000000,2951.83000000,4764.86110000,1769094299999,14033513.84205800,64599,3006.35190000,8855006.52770300,0
ETHUSDT,1769094300000,2951.84000000,2952.92000000,2943.00000000,2946.94000000,2263.05650000,1769094599999,6671826.25242700,43903,858.39040000,2531087.30472000,0
ETHUSDT,1769094600000,2946.90000000,2951.62000000,2940.00000000,2947.73000000,1760.01000000,1769094899999,5185395.03527900,36205,801.03140000,2359719.08381100,0
ETHUSDT,1769094900000,2947.72000000,2951.59000000,2937.64000000,2941.82000000,1397.82170000,1769095199999,4114782.21599000,33162,820.04650000,2413940.61454900,0
ETHUSDT,1769095200000,2941.83000000,2943.33000000,2916.00000000,2916.25000000,6595.51580000,1769095499999,19315951.04978100,60084,2651.53030000,7767174.97909300,0
ETHUSDT,1769095500000,2916.25000000,2920.87000000,2907.61000000,2911.65000000,7047.42470000,1769095799999,20535170.89567200,76629,3292.91060000,9593925.08249900,0
ETHUSDT,1769095800000,2911.66000000,2919.47000000,2906.02000000,2914.62000000,3225.60400000,1769096099999,9393854.27992300,59466,1493.81850000,4350540.35752200,0
ETHUSDT,1769096100000,2914.63000000,2928.18000000,2914.63000000,2926.39000000,1891.29760000,1769096399999,5528762.01642600,45590,1095.77120000,3203346.30177300,0
ETHUSDT,1769096400000,2926.39000000,2946.56000000,2924.15000000,2945.94000000,4486.09210000,1769096699999,13177700.10614600,41184,2645.14820000,7770123.63484400,0
ETHUSDT,1769096700000,2945.94000000,2968.39000000,2942.75000000,2955.43000000,6880.25620000,1769096999999,20353115.33832600,70078,3023.87750000,8944110.41338300,0
ETHUSDT,1769097000000,2955.43000000,2957.20000000,2939.02000000,2939.99000000,2486.41730000,1769097299999,7330276.04559600,46409,1242.92790000,3664842.34050500,0
ETHUSDT,1769097300000,2940.00000000,2946.82000000,2939.30000000,2942.01000000,2831.84090000,1769097599999,8331614.97179200,27172,2094.42040000,6161221.48436700,0
ETHUSDT,1769097600000,2942.02000000,2951.33000000,2942.02000000,2947.49000000,1293.58030000,1769097899999,3812143.38757000,39906,812.33800000,2393641.82128000,0
ETHUSDT,1769097900000,2947.49000000,2949.11000000,2934.91000000,2940.49000000,1219.70920000,1769098199999,3587680.96186600,37823,621.00660000,1826637.25654400,0
ETHUSDT,1769098200000,2940.49000000,2944.60000000,2937.09000000,2939.10000000,1338.90670000,1769098499999,3937051.69679100,29809,669.68040000,1969012.94926100,0
ETHUSDT,1769098500000,2939.09000000,2941.25000000,2923.99000000,2929.78000000,2995.60720000,1769098799999,8784384.46200500,45990,1577.02590000,4626402.25728900,0
ETHUSDT,1769098800000,2929.77000000,2948.88000000,2929.65000000,2944.83000000,2523.19640000,1769099099999,7417080.60360900,42299,1760.62660000,5175855.09166300,0
ETHUSDT,1769099100000,2944.83000000,2949.00000000,2938.60000000,2940.96000000,916.55880000,1769099399999,2698717.92758700,31615,492.70800000,1450874.32320000,0
ETHUSDT,1769099400000,2940.95000000,2947.32000000,2932.72000000,2935.18000000,1580.20990000,1769099699999,4646640.18852100,37428,727.45120000,2139127.81899500,0
ETHUSDT,1769099700000,2935.18000000,2944.57000000,2930.93000000,2939.48000000,1743.97100000,1769099999999,5123326.23409400,36686,978.06260000,2873170.54412100,0
ETHUSDT,1769100000000,2939.47000000,2942.27000000,2937.13000000,2941.56000000,767.55140000,1769100299999,2256640.53578500,18456,445.68090000,1310303.80767200,0
ETHUSDT,1769100300000,2941.57000000,2958.53000000,2941.29000000,2951.80000000,2104.41430000,1769100599999,6209328.81487600,33814,1376.63910000,4061571.79568600,0
ETHUSDT,1769100600000,2951.82000000,2956.21000000,2945.53000000,2948.31000000,666.62690000,1769100899999,1967037.87538300,26192,260.35830000,768345.24879200,0
ETHUSDT,1769100900000,2948.32000000,2948.61000000,2942.49000000,2946.24000000,496.16440000,1769101199999,1461301.32655100,22240,301.51990000,887966.16146000,0
ETHUSDT,1769101200000,2946.24000000,2951.18000000,2941.81000000,2948.39000000,1092.18350000,1769101499999,3218225.98334800,24437,485.54390000,1430938.42704100,0
ETHUSDT,1769101500000,2948.40000000,2953.37000000,2946.41000000,2951.99000000,1112.96550000,1769101799999,3283127.33342500,27019,431.27710000,1272228.11831500,0
ETHUSDT,1769101800000,2951.99000000,2954.83000000,2943.33000000,2944.64000000,1060.64830000,1769102099999,3128350.95418500,27566,443.67670000,1308520.27850600,0
ETHUSDT,1769102100000,2944.65000000,2950.39000000,2943.37000000,2948.77000000,528.92000000,1769102399999,1558511.91166900,21137,265.91290000,783516.54217600,0
ETHUSDT,1769102400000,2948.77000000,2951.94000000,2944.95000000,2946.45000000,525.35700000,1769102699999,1548805.43900000,21971,205.02970000,604374.09356300,0
ETHUSDT,1769102700000,2946.41000000,2946.42000000,2934.97000000,2938.99000000,1300.21960000,1769102999999,3820816.23624600,22494,458.77940000,1348146.94109900,0
ETHUSDT,1769103000000,2939.00000000,2947.26000000,2938.73000000,2943.67000000,636.59830000,1769103299999,1874161.62727700,16331,446.68820000,1315118.48108200,0
ETHUSDT,1769103300000,2943.67000000,2944.53000000,2938.47000000,2940.74000000,578.25770000,1769103599999,1700872.79074700,15785,379.24830000,1115492.84878900,0
ETHUSDT,1769103600000,2940.74000000,2946.37000000,2940.18000000,2946.07000000,614.42010000,1769103899999,1808573.05885200,15665,448.78370000,1321068.44628900,0
ETHUSDT,1769103900000,2946.07000000,2962.32000000,2946.07000000,2956.61000000,1888.94570000,1769104199999,5585483.67905600,33854,1218.91840000,3603628.28965800,0
ETHUSDT,1769104200000,2956.61000000,2962.08000000,2955.88000000,2959.98000000,819.90380000,1769104499999,2425981.04667600,21200,533.46770000,1578281.54172700,0
ETHUSDT,1769104500000,2959.98000000,2963.83000000,2957.02000000,2961.77000000,821.80300000,1769104799999,2432538.01370000,17622,538.36350000,1593606.94858100,0
ETHUSDT,1769104800000,2961.76000000,2962.25000000,2953.03000000,2954.29000000,1216.21750000,1769105099999,3596160.25525600,24351,576.08680000,1703527.00093400,0
ETHUSDT,1769105100000,2954.30000000,2963.17000000,2954.30000000,2958.35000000,820.79520000,1769105399999,2427989.07740600,20186,425.24160000,1257936.16432200,0
ETHUSDT,1769105400000,2958.34000000,2960.53000000,2956.39000000,2957.25000000,550.98310000,1769105699999,1630260.99506500,11597,388.37250000,1149119.60119900,0
ETHUSDT,1769105700000,2957.26000000,2970.28000000,2957.26000000,2969.33000000,1474.13430000,1769105999999,4373505.38536300,20687,1164.10380000,3453543.26185300,0
ETHUSDT,1769106000000,2969.33000000,2972.76000000,2961.46000000,2961.75000000,1057.07050000,1769106299999,3137088.44007800,19981,553.42840000,1642709.82439100,0
ETHUSDT,1769106300000,2961.75000000,2962.60000000,2956.81000000,2960.71000000,737.26000000,1769106599999,2182000.43237500,12414,409.61920000,1212399.57752400,0
ETHUSDT,1769106600000,2960.70000000,2967.18000000,2959.72000000,2965.60000000,353.99500000,1769106899999,1049548.43551800,14174,254.06150000,753204.42684300,0
ETHUSDT,1769106900000,2965.60000000,2965.60000000,2950.57000000,2958.09000000,1749.73200000,1769107199999,5172500.57154600,26394,958.93590000,2834268.30379100,0
ETHUSDT,1769107200000,2958.09000000,2959.50000000,2953.60000000,2953.70000000,442.14350000,1769107499999,1307346.94121200,9129,296.23650000,875877.35810200,0
ETHUSDT,1769107500000,2953.69000000,2956.47000000,2949.20000000,2951.59000000,616.22330000,1769107799999,1819446.98546600,13058,365.36270000,1078822.22838200,0
ETHUSDT,1769107800000,2951.60000000,2951.65000000,2939.33000000,2943.87000000,1383.32190000,1769108099999,4071352.33889800,25659,663.73610000,1953177.53045100,0
ETHUSDT,1769108100000,2943.88000000,2944.63000000,2938.46000000,2939.53000000,810.36870000,1769108399999,2382984.72789000,13657,274.97050000,808614.43555100,0
ETHUSDT,1769108400000,2939.54000000,2942.08000000,2928.33000000,2937.30000000,1762.25130000,1769108699999,5169866.40918300,32347,717.99890000,2106529.58519900,0
ETHUSDT,1769108700000,2937.30000000,2946.16000000,2937.30000000,2945.63000000,696.24110000,1769108999999,2048503.67989800,19064,555.59260000,1634677.24858200,0
ETHUSDT,1769109000000,2945.64000000,2947.25000000,2942.67000000,2943.04000000,454.20580000,1769109299999,1337569.55026900,11086,280.43100000,825820.29530600,0
ETHUSDT,1769109300000,2943.04000000,2943.91000000,2939.18000000,2943.91000000,443.56380000,1769109599999,1304742.28631500,11371,190.92580000,561606.56251600,0
ETHUSDT,1769109600000,2943.91000000,2949.70000000,2940.27000000,2947.95000000,431.21480000,1769109899999,1269806.05418000,14488,262.80590000,774061.08000800,0
ETHUSDT,1769109900000,2947.95000000,2949.13000000,2944.10000000,2946.84000000,337.69510000,1769110199999,995145.42693700,9910,182.84030000,538850.61309800,0
ETHUSDT,1769110200000,2946.84000000,2954.99000000,2946.42000000,2954.99000000,916.64800000,1769110499999,2705577.16946000,16611,715.54160000,2111898.95842000,0
ETHUSDT,1769110500000,2954.99000000,2961.69000000,2954.52000000,2959.56000000,719.81740000,1769110799999,2129210.00723100,16920,458.47880000,1356294.19339100,0
ETHUSDT,1769110800000,2959.56000000,2961.08000000,2954.85000000,2957.33000000,334.52320000,1769111099999,989561.81171400,10324,151.75000000,448893.11669200,0
ETHUSDT,1769111100000,2957.32000000,2963.49000000,2948.28000000,2949.30000000,1396.36940000,1769111399999,4127247.30153400,18226,626.10130000,1851353.74887500,0
ETHUSDT,1769111400000,2949.30000000,2957.57000000,2949.30000000,2956.56000000,768.63660000,1769111699999,2271408.57950700,15240,455.37050000,1345571.19285900,0
ETHUSDT,1769111700000,2956.57000000,2957.36000000,2952.41000000,2953.94000000,357.44090000,1769111999999,1056308.96268300,9838,143.20780000,423161.07919000,0
ETHUSDT,1769112000000,2953.94000000,2957.10000000,2948.03000000,2951.30000000,1096.11060000,1769112299999,3237149.31814300,16436,240.65310000,710618.51313800,0
ETHUSDT,1769112300000,2951.31000000,2954.35000000,2945.55000000,2950.49000000,682.27210000,1769112599999,2013086.42896700,18424,396.94230000,1171394.77482200,0
ETHUSDT,1769112600000,2950.50000000,2955.50000000,2949.95000000,2955.50000000,489.42230000,1769112899999,1444954.82008400,11672,199.72500000,589705.47012500,0
ETHUSDT,1769112900000,2955.50000000,2957.86000000,2950.00000000,2952.74000000,349.86160000,1769113199999,1033571.89360900,12414,133.80110000,395324.76881200,0
ETHUSDT,1769113200000,2952.75000000,2954.37000000,2943.81000000,2943.81000000,373.80130000,1769113499999,1102050.48567100,11214,97.93350000,288863.45136700,0
ETHUSDT,1769113500000,2943.81000000,2945.26000000,2936.13000000,2937.88000000,1258.67810000,1769113799999,3699813.55818300,12268,349.26860000,1026475.54112800,0
ETHUSDT,1769113800000,2937.87000000,2944.17000000,2934.26000000,2940.61000000,1022.29580000,1769114099999,3005164.97674300,16726,524.42710000,1541603.93849400,0
ETHUSDT,1769114100000,2940.61000000,2941.88000000,2932.68000000,2937.88000000,864.13170000,1769114399999,2537069.90958500,14970,547.00480000,1605484.19936700,0
ETHUSDT,1769114400000,2937.87000000,2939.10000000,2930.15000000,2934.75000000,1533.77030000,1769114699999,4498903.34020700,18721,574.91750000,1686190.81764800,0
ETHUSDT,1769114700000,2934.75000000,2939.81000000,2934.75000000,2939.20000000,402.96790000,1769114999999,1183483.05398200,9665,189.02360000,555114.75101100,0
ETHUSDT,1769115000000,2939.20000000,2939.70000000,2936.41000000,2938.46000000,483.88970000,1769115299999,1421923.64447400,11832,278.19340000,817509.57644000,0
ETHUSDT,1769115300000,2938.47000000,2941.62000000,2936.97000000,2939.02000000,1269.36200000,1769115599999,3731299.33077300,17622,714.86190000,2101287.49270500,0
ETHUSDT,1769115600000,2939.02000000,2944.23000000,2933.75000000,2934.33000000,1116.25850000,1769115899999,3282588.39242100,19320,726.19230000,2135558.04306500,0
ETHUSDT,1769115900000,2934.33000000,2943.64000000,2934.20000000,2943.64000000,591.06710000,1769116199999,1737762.03523600,12378,414.28710000,1218007.98120100,0
ETHUSDT,1769116200000,2943.64000000,2946.42000000,2941.08000000,2941.85000000,442.26340000,1769116499999,1301954.49882000,8631,209.81490000,617700.12857800,0
ETHUSDT,1769116500000,2941.85000000,2948.40000000,2941.00000000,2947.73000000,849.45660000,1769116799999,2501691.40279100,12094,569.60720000,1677451.68519500,0
ETHUSDT,1769116800000,2947.73000000,2951.45000000,2947.73000000,2949.74000000,303.25380000,1769117099999,894577.77123300,7989,170.69880000,503515.79180100,0
ETHUSDT,1769117100000,2949.74000000,2951.04000000,2947.50000000,2950.10000000,468.83360000,1769117399999,1382818.84403700,6525,173.14890000,510643.85248500,0
ETHUSDT,1769117400000,2950.10000000,2950.81000000,2946.45000000,2949.64000000,497.50950000,1769117699999,1466760.20925000,10938,205.08900000,604594.14939800,0
ETHUSDT,1769117700000,2949.63000000,2950.79000000,2948.01000000,2948.02000000,198.49440000,1769117999999,585474.31489500,4908,55.25280000,162964.83332200,0
ETHUSDT,1769118000000,2948.01000000,2948.59000000,2945.00000000,2945.01000000,376.63860000,1769118299999,1109950.04597500,7180,199.42600000,587651.51574400,0
ETHUSDT,1769118300000,2945.01000000,2950.20000000,2940.82000000,2947.73000000,872.18030000,1769118599999,2569077.92584800,11717,514.73160000,1515912.36141300,0
ETHUSDT,1769118600000,2947.73000000,2950.40000000,2947.73000000,2948.31000000,399.02180000,1769118899999,1176699.66546900,4140,90.80960000,267772.98003600,0
ETHUSDT,1769118900000,2948.32000000,2949.51000000,2944.50000000,2946.40000000,473.35200000,1769119199999,1395047.66364600,5906,153.66830000,452829.08395700,0
ETHUSDT,1769119200000,2946.31000000,2947.14000000,2943.33000000,2947.14000000,799.24430000,1769119499999,2353685.43389700,8066,393.37470000,1158545.60164700,0
ETHUSDT,1769119500000,2947.14000000,2950.00000000,2947.14000000,2948.91000000,302.70170000,1769119799999,892569.70736700,7561,123.29580000,363544.99213900,0
ETHUSDT,1769119800000,2948.93000000,2959.16000000,2948.89000000,2955.18000000,637.50220000,1769120099999,1883617.59058900,11656,398.46200000,1177202.74860200,0
ETHUSDT,1769120100000,2955.17000000,2955.18000000,2945.76000000,2947.30000000,950.82460000,1769120399999,2803999.84885600,10837,297.63310000,877483.99705200,0
ETHUSDT,1769120400000,2947.31000000,2952.36000000,2946.41000000,2951.80000000,345.00200000,1769120699999,1017739.96648100,5164,204.43050000,602956.43024200,0
ETHUSDT,1769120700000,2951.81000000,2957.25000000,2951.13000000,2953.11000000,768.71910000,1769120999999,2270660.03611800,8926,344.19430000,1016452.88528100,0
ETHUSDT,1769121000000,2953.11000000,2953.12000000,2945.71000000,2946.53000000,687.70450000,1769121299999,2027617.07941200,6815,219.29260000,646290.66627100,0
ETHUSDT,1769121300000,2946.53000000,2950.82000000,2946.25000000,2949.34000000,518.61420000,1769121599999,1529130.65109400,6709,249.61520000,735960.00651300,0
ETHUSDT,1769121600000,2949.34000000,2951.97000000,2948.00000000,2951.34000000,276.03830000,1769121899999,814287.09330800,5418,141.37040000,416975.88670300,0
ETHUSDT,1769121900000,2951.34000000,2954.81000000,2950.86000000,2953.78000000,501.69160000,1769122199999,1481446.62349800,8871,288.41560000,851569.37715600,0
ETHUSDT,1769122200000,2953.77000000,2954.83000000,2951.01000000,2952.33000000,452.84560000,1769122499999,1337338.51080300,6397,196.01730000,578804.11690600,0
ETHUSDT,1769122500000,2952.32000000,2952.33000000,2949.23000000,2951.90000000,488.67300000,1769122799999,1442077.94611700,5189,200.35540000,591217.11054400,0
ETHUSDT,1769122800000,2951.90000000,2952.67000000,2943.33000000,2943.34000000,786.35180000,1769123099999,2316619.13018400,15761,410.08760000,1208002.33389300,0
ETHUSDT,1769123100000,2943.34000000,2947.95000000,2940.82000000,2947.57000000,823.59320000,1769123399999,2425279.79684500,10305,577.42090000,1700258.78386500,0
ETHUSDT,1769123400000,2947.56000000,2948.26000000,2944.47000000,2948.09000000,675.86010000,1769123699999,1991387.22806400,9898,326.65230000,962338.14595400,0
ETHUSDT,1769123700000,2948.09000000,2951.34000000,2947.34000000,2948.44000000,200.96990000,1769123999999,592748.44841200,5883,102.50450000,302346.11412100,0
ETHUSDT,1769124000000,2948.44000000,2951.08000000,2948.44000000,2950.38000000,249.86060000,1769124299999,737014.71348800,4825,115.35240000,340210.07365300,0
ETHUSDT,1769124300000,2950.38000000,2954.34000000,2948.99000000,2950.04000000,663.64840000,1769124599999,1959026.03528800,7944,341.69520000,1008633.58211400,0
ETHUSDT,1769124600000,2950.03000000,2955.89000000,2949.49000000,2955.60000000,671.43350000,1769124899999,1983106.82188800,7684,456.33920000,1347852.55451900,0
ETHUSDT,1769124900000,2955.59000000,2955.60000000,2951.62000000,2951.62000000,375.00330000,1769125199999,1107626.00691400,3604,117.20170000,346179.57623200,0
ETHUSDT,1769125200000,2951.63000000,2952.00000000,2948.83000000,2950.35000000,193.74940000,1769125499999,571557.90615300,3248,58.09270000,171355.55942300,0
ETHUSDT,1769125500000,2950.34000000,2952.42000000,2949.52000000,2952.42000000,200.46600000,1769125799999,591595.07253400,3807,112.44230000,331835.52030000,0
ETHUSDT,1769125800000,2952.42000000,2952.97000000,2950.68000000,2951.40000000,344.99810000,1769126099999,1018310.98898900,3944,85.72090000,252995.89985100,0
ETHUSDT,1769126100000,2951.40000000,2953.28000000,2949.91000000,2952.69000000,271.19700000,1769126399999,800472.14509900,3455,75.49420000,222848.66490000,0
ETHUSDT,1769126400000,2952.70000000,2954.01000000,2949.49000000,2950.91000000,244.96780000,1769126699999,723117.68903500,10698,108.73290000,320996.87034300,0
ETHUSDT,1769126700000,2950.92000000,2951.96000000,2948.86000000,2951.96000000,203.63430000,1769126999999,600826.34076700,7060,82.98920000,244825.95441600,0
ETHUSDT,1769127000000,2951.96000000,2955.02000000,2951.95000000,2952.86000000,506.69790000,1769127299999,1496625.28705500,7524,229.62090000,678134.27343600,0
ETHUSDT,1769127300000,2952.85000000,2957.13000000,2950.80000000,2955.09000000,961.33730000,1769127599999,2839791.64831100,12072,483.48590000,1428236.21679300,0
ETHUSDT,1769127600000,2955.10000000,2955.76000000,2952.43000000,2952.91000000,560.03110000,1769127899999,1654415.42003900,9048,392.98610000,1160927.80574800,0
ETHUSDT,1769127900000,2952.90000000,2953.08000000,2950.60000000,2951.33000000,252.52020000,1769128199999,745349.25848400,6506,126.22860000,372572.89695800,0
ETHUSDT,1769128200000,2951.33000000,2952.10000000,2948.57000000,2949.41000000,443.07230000,1769128499999,1307021.37823200,9457,246.64470000,727557.42692300,0
ETHUSDT,1769128500000,2949.42000000,2950.07000000,2946.22000000,2949.41000000,495.90150000,1769128799999,1461955.12799400,10978,207.67570000,612191.04189700,0
ETHUSDT,1769128800000,2949.41000000,2950.00000000,2948.40000000,2949.82000000,316.20020000,1769129099999,932645.88700500,5087,92.22830000,272026.88973800,0
ETHUSDT,1769129100000,2949.83000000,2952.46000000,2948.07000000,2952.10000000,489.50010000,1769129399999,1444268.22273900,8695,365.48920000,1078425.57437200,0
ETHUSDT,1769129400000,2952.10000000,2954.19000000,2950.15000000,2954.19000000,366.18750000,1769129699999,1080973.73606300,8691,240.94170000,711230.34392800,0
ETHUSDT,1769129700000,2954.19000000,2954.84000000,2952.71000000,2953.61000000,200.11230000,1769129999999,591163.25789700,5289,91.95400000,271645.75918300,0
ETHUSDT,1769130000000,2953.62000000,2958.95000000,2953.62000000,2958.25000000,569.67210000,1769130299999,1684294.22993400,11963,391.35380000,1157000.06707400,0
ETHUSDT,1769130300000,2958.25000000,2958.25000000,2954.72000000,2956.84000000,384.80300000,1769130599999,1137640.69551300,13896,165.79430000,490149.10198000,0
ETHUSDT,1769130600000,2956.85000000,2957.75000000,2953.08000000,2953.37000000,335.79790000,1769130899999,992429.36346500,11001,106.81760000,315676.16947200,0
ETHUSDT,1769130900000,2953.37000000,2957.26000000,2953.37000000,2957.26000000,216.35590000,1769131199999,639600.56984400,12518,126.75120000,374680.63003800,0
ETHUSDT,1769131200000,2957.26000000,2958.03000000,2956.35000000,2956.97000000,278.96800000,1769131499999,825035.19762700,8225,98.14320000,290251.87470300,0
ETHUSDT,1769131500000,2956.97000000,2958.87000000,2954.20000000,2958.80000000,492.46040000,1769131799999,1455876.23048600,7925,347.16220000,1026347.68696900,0
ETHUSDT,1769131800000,2958.80000000,2963.58000000,2956.47000000,2962.30000000,1808.74150000,1769132099999,5355250.83234100,24423,1090.17350000,3227410.40041400,0
ETHUSDT,1769132100000,2962.30000000,2967.20000000,2960.12000000,2965.21000000,1308.31710000,1769132399999,3878065.10061900,20739,909.86260000,2696867.79761400,0
ETHUSDT,1769132400000,2965.20000000,2965.20000000,2962.75000000,2963.07000000,474.26760000,1769132699999,1405703.03638500,6717,224.57660000,665550.64531600,0
ETHUSDT,1769132700000,2963.06000000,2965.29000000,2961.79000000,2964.45000000,335.48390000,1769132999999,994068.86257000,7325,173.35860000,513694.06315100,0
